doc_id,Name,Gender,predictions,GT_score,Gender
1,gregory still,male,2.7,2.7,male
2,eileen dunn,female,2.68,2.68,female
3,john kemp,male,2.43,2.43,male
4,richard brown,male,2.1,2.1,male
5,crystal lyerla,female,2.04,2.04,female
6,mary ledbetter,female,1.98,1.98,female
11,irangel arocho,male,1.58,1.58,male
7,tiffany morgan,female,1.83,1.83,female
15,carlos calle,male,1.4,1.4,male
16,jamal hanna,male,1.36,1.36,male
18,joseph sessa,male,1.34,1.34,male
8,thaffi wilson,female,1.82,1.82,female
19,gerard gay,male,1.3,1.3,male
23,jules canuet,male,1.18,1.18,male
9,tiffaney batson,female,1.79,1.79,female
24,alon cambridge,male,1.09,1.09,male
26,bassey abia,male,0.91,0.91,male
10,auta goudreau,female,1.68,1.68,female
28,stefan walters,male,0.68,0.68,male
29,alejandro cabrera,male,0.67,0.67,male
31,omar wilson,male,0.62,0.62,male
12,yolanda smith,female,1.57,1.57,female
34,junior savoir,male,0.54,0.54,male
35,devon ricks,male,0.46,0.46,male
13,thajuana allen,female,1.52,1.52,female
36,dylan bishop,male,0.3,0.3,male
38,abe navarro,male,0.21,0.21,male
14,shanteka arvinger,female,1.5,1.5,female
39,justin darrall,male,0.14,0.14,male
40,maurice knight,male,0.12,0.12,male
41,alexandrea miles,male,0.06,0.06,male
17,saschelle simms,female,1.35,1.35,female
46,thomas papacosmas,male,-0.28,-0.28,male
47,bernard bellamy,male,-0.52,-0.52,male
20,jenny gomezdibenedetto,female,1.27,1.27,female
48,anthony smith,male,-0.55,-0.55,male
50,luis flores,male,-0.85,-0.85,male
21,doreena nicholas,female,1.24,1.24,female
22,samantha duvignaud,female,1.22,1.22,female
25,britney vincent,female,0.99,0.99,female
27,dominique dent,female,0.79,0.79,female
30,michelle otto,female,0.64,0.64,female
32,sandra victorremedor,female,0.62,0.62,female
33,christal pinkney,female,0.61,0.61,female
37,raquel stewart,female,0.29,0.29,female
42,sheena murphy,female,0.06,0.06,female
43,janice demps,female,0.02,0.02,female
44,raven barry,female,0.01,0.01,female
45,myesha jeff,female,0.0,0.0,female
49,shakera rolle,female,-0.73,-0.73,female
