doc_id,Name,Gender,predictions,GT_score,Gender
1,marie hamilton,female,2.48,2.48,female
2,victor lozada,male,2.45,2.45,male
3,ann-marie cassagnol,female,2.18,2.18,female
5,hussain hussain,male,2.03,2.03,male
4,anne murray,female,2.12,2.12,female
7,fredrick grant,male,1.99,1.99,male
12,william jarjour,male,1.48,1.48,male
6,ruth battiste,female,2.01,2.01,female
13,deamon anglin,male,1.47,1.47,male
14,joseph sessa,male,1.34,1.34,male
17,joshua mason,male,1.23,1.23,male
8,patsy kennedy,female,1.9,1.9,female
19,sean gayle,male,1.21,1.21,male
20,david wilkinson,male,1.19,1.19,male
9,shameka wright,female,1.65,1.65,female
21,merrill joseph,male,1.16,1.16,male
24,jonathan saintil,male,0.84,0.84,male
10,thajuana allen,female,1.52,1.52,female
30,philip milton,male,0.67,0.67,male
32,dywahn bethea,male,0.47,0.47,male
33,john gilhauley,male,0.43,0.43,male
11,yanielys garcia-fernandez,female,1.49,1.49,female
34,leonardo mendez,male,0.43,0.43,male
35,jonathan ospina,male,0.33,0.33,male
15,lisa hitzemankhan,female,1.29,1.29,female
38,lavoris walker,male,0.08,0.08,male
40,sophie robinson,male,-0.07,-0.07,male
16,natalie roldan,female,1.25,1.25,female
41,julius grant,male,-0.1,-0.1,male
42,stacey forbes,male,-0.12,-0.12,male
44,robert rose,male,-0.36,-0.36,male
18,crystal sylvester,female,1.22,1.22,female
45,eclaire salomon,male,-0.51,-0.51,male
46,rayshawn childs,male,-0.65,-0.65,male
22,marianne mackiewicz,female,1.07,1.07,female
48,everett corbin,male,-0.71,-0.71,male
49,jeffrey forrest,male,-0.78,-0.78,male
23,jameeka obriant,female,0.88,0.88,female
25,iyana llanos,female,0.82,0.82,female
26,keisha jones,female,0.78,0.78,female
27,takeyma doe,female,0.77,0.77,female
28,anisha oliphant,female,0.7,0.7,female
29,sherry robinson,female,0.67,0.67,female
31,ellen brezner,female,0.48,0.48,female
36,tammie linn,female,0.31,0.31,female
37,sara gerald,female,0.2,0.2,female
39,janice demps,female,0.02,0.02,female
43,tammy dent,female,-0.16,-0.16,female
47,alisha burns,female,-0.71,-0.71,female
50,neyesha brunson,female,-0.88,-0.88,female
