doc_id,Name,Gender,predictions,GT_score,Gender
1,foufoune junior,female,2.38,2.38,female
2,julietta gustave,female,2.21,2.21,female
3,evience aime,male,2.11,2.11,male
6,roger goindoo,male,1.92,1.92,male
4,ruth battiste,female,2.01,2.01,female
8,tania quinonez,male,1.81,1.81,male
10,franklin rouse,male,1.42,1.42,male
5,susan abrames,female,1.97,1.97,female
15,kenneth scott,male,1.23,1.23,male
17,timothy baldwin,male,1.16,1.16,male
18,alexander rojas,male,1.16,1.16,male
7,thaffi wilson,female,1.82,1.82,female
20,william baumann,male,1.11,1.11,male
21,jorge castro,male,1.11,1.11,male
9,francesca larosa,female,1.81,1.81,female
24,john gorczyca,male,1.1,1.1,male
27,dominic pabon,male,0.71,0.71,male
11,claire aspelly,female,1.41,1.41,female
28,terrence brown,male,0.69,0.69,male
29,sean delegal,male,0.68,0.68,male
30,amber rivero,male,0.67,0.67,male
12,candace oneal,female,1.39,1.39,female
31,nakiea maywa,male,0.67,0.67,male
32,jamie elliot,male,0.6,0.6,male
13,angelika hawkins,female,1.31,1.31,female
33,george esteves,male,0.57,0.57,male
35,kristopher thibault,male,0.48,0.48,male
14,nadine chambers,female,1.28,1.28,female
36,rachard guide,male,0.4,0.4,male
37,lucas freire,male,0.4,0.4,male
38,ricky farlow,male,0.35,0.35,male
16,jessica scirghio,female,1.17,1.17,female
40,sean poirier,male,0.28,0.28,male
41,shaun mckinley,male,0.15,0.15,male
19,todd livingston,female,1.13,1.13,female
42,frank moore,male,0.01,0.01,male
45,victor prosper,male,-0.17,-0.17,male
22,tammy green,female,1.11,1.11,female
23,savanna saintilus,female,1.1,1.1,female
25,nicole shaver,female,0.79,0.79,female
26,jessica garcia,female,0.72,0.72,female
34,katlyn lauer,female,0.5,0.5,female
39,chasidy walker,female,0.34,0.34,female
43,precious mccray,female,0.01,0.01,female
44,michelle micoff,female,-0.11,-0.11,female
46,markiesha gill,female,-0.26,-0.26,female
47,isaiah hargrett,female,-0.37,-0.37,female
48,maxima basil,female,-0.44,-0.44,female
49,jeremiah young,female,-0.5,-0.5,female
50,shakera rolle,female,-0.73,-0.73,female
