doc_id,Name,Gender,predictions,GT_score,Gender
101,Artis Gilmore*,male,15844,15844,male
116,Peja Stojakovic,male,15217,15217,male
868,Kayla McBride,female,3707,3707,female
1428,Tianna Hawkins,female,1497,1497,female
339,Zelmo Beaty*,male,9107,9107,male
1477,Tiffany Jackson-Jones,female,1389,1389,female
1530,Rushia Brown,female,1239,1239,female
423,Brian Grant,male,7933,7933,male
1782,Debbie Black,female,758,758,female
1943,Rhyne Howard,female,552,552,female
1995,Vanessa Nygaard,female,493,493,female
461,Vladimir Radmanovic,male,7430,7430,male
2005,Clarisse Machanguana,female,485,485,female
2045,Crystal Kelly,female,451,451,female
489,Tom Henderson,male,7063,7063,male
2076,Lynn Pride,female,425,425,female
2152,Jessica Shepard,female,365,365,female
498,Curtis Rowe,male,6873,6873,male
2234,Markeisha Gatling,female,308,308,female
2295,Raffaella Masciadri,female,276,276,female
2313,Alexis Jones,female,264,264,female
711,Glen Davis,male,4752,4752,male
2434,Danielle McCulley,female,203,203,female
2515,Bernice Mosby,female,177,177,female
770,Greivis Vasquez,male,4349,4349,male
2539,Kate Paye,female,168,168,female
2553,Marie Gulich,female,165,165,female
867,James Jones,male,3717,3717,male
2597,Linda Frohlich,female,149,149,female
2661,Amaya Valdemoro,female,127,127,female
3172,Miao Lijie,female,31,31,female
874,Mikki Moore,male,3681,3681,male
3354,Jaylyn Agnew,female,15,15,female
3459,Lindsay Bowen,female,9,9,female
904,Brandan Wright,male,3522,3522,male
3664,Elissa Cunane,female,2,2,female
3709,Ambrosia Anderson,female,0,0,female
1146,Bruce Seals,male,2422,2422,male
1178,Gary Phillips,male,2319,2319,male
1372,Donnell Harvey,male,1659,1659,male
1547,Donald Hodge,male,1200,1200,male
1568,Lancaster Gordon,male,1125,1125,male
1974,Reggie Bullock,male,516,516,male
2175,Tom Hoover,male,350,350,male
2185,Jackie Butler,male,343,343,male
2604,Plummer Lott,male,147,147,male
2730,Jack Foley,male,106,106,male
2980,Bernard Toone,male,55,55,male
3041,Jerome Harmon,male,46,46,male
3092,Pete Brennan,male,40,40,male
