q_id,doc_id,Gender,Name,NumSeasons,AvgPER,CareerPoints,BTN,NMSOR,GAPI,gemini-2.0-flash-thinking-exp-01-21
1,1,male,Carmelo Anthony,16,21.02,26126,male,female,male,male
1,2,male,Purvis Short,12,16.64,14607,female,male,male,male
1,3,male,Bingo Smith,13,13.6,11775,female,female,male,male
1,4,male,John Lucas,22,13.5,11098,male,male,male,male
1,5,male,Jon McGlocklin,11,12.99,9169,male,male,male,male
1,6,male,Doug Collins,8,14.99,7427,male,male,male,male
1,7,male,Taj Gibson,10,15.16,6333,male,female,male,male
1,8,male,Rick Robey,10,10.92,4541,male,male,male,male
1,9,male,C.J. McCollum,4,14.92,4128,female,female,male,male
1,10,male,Michael Smith,12,13.98,3476,male,female,male,male
1,11,female,Merlakia Jones,8,13.99,2353,female,female,female,female
1,12,female,Shekinna Stricklen,10,11.69,2245,female,female,female,female
1,13,male,Buddy Hield,3,12.2,1732,male,female,female,male
1,14,male,Henry James,9,13.0,1359,male,female,male,male
1,15,male,Don Henriksen,3,11.57,1297,male,female,male,male
1,16,female,Teresa Weatherspoon,8,12.72,1264,female,female,female,female
1,17,male,J.J. Anderson,5,10.32,1231,female,female,male,male
1,18,male,Elmore Spencer,7,3.13,937,female,female,male,male
1,19,male,Juan Carlos,1,11.9,896,male,female,male,male
1,20,female,Maria Stepanova,5,19.92,867,female,female,female,female
1,21,female,Alisa Burras,5,16.52,864,female,female,female,female
1,22,female,Deanna Jackson,5,13.84,830,female,female,female,female
1,23,male,Delaney Rudd,4,8.03,816,female,female,female,male
1,24,female,Nia Coffey,6,6.98,741,female,female,female,female
1,25,female,Elena Tornikidou,3,12.47,657,female,female,female,female
1,26,female,Kara Wolters,4,14.1,561,female,female,female,female
1,27,female,Shoni Schimmel,3,14.93,560,female,female,female,female
1,28,female,Sonja Henning,5,8.0,490,female,female,female,female
1,29,male,Eddie Mast,3,9.9,283,female,female,male,male
1,30,female,Amy Herrig,3,10.73,280,female,female,female,female
1,31,female,Tausha Mills,4,8.53,267,female,female,female,female
1,32,male,Ted Luckenbill,2,8.0,196,male,male,male,male
1,33,female,Carolyn Young,2,12.6,194,female,female,female,female
1,34,female,Kristy Wallace,1,10.0,190,female,female,female,female
1,35,male,Jay Murphy,4,6.9,160,male,female,male,male
1,36,female,Robin Threatt-Elliott,1,11.6,155,female,female,male,female
1,37,female,Evanthia Maltsi,1,12.4,147,female,female,female,female
1,38,female,Yolanda Moore,3,4.6,140,female,female,female,female
1,39,male,Josh Selby,2,1.7,83,male,male,male,male
1,40,male,McCoy Ingram,1,7.6,67,female,female,male,male
1,41,female,Alexis Prince,3,26.07,50,female,female,male,female
1,42,male,James Augustine,2,13.7,42,male,male,male,male
1,43,female,Kelley Cain,2,6.85,34,female,female,female,female
1,44,female,Sharnee Zoll,2,6.0,27,female,female,female,female
1,45,female,Endy Miyem,1,4.8,27,female,female,male,female
1,46,female,Kimberly Beck,1,12.1,17,female,female,female,female
1,47,male,Cliff Alexander,1,11.6,10,male,male,female,male
1,48,female,Rennia Davis,1,3.8,10,female,female,female,female
1,49,female,Caity Matter,1,4.7,9,female,female,female,female
1,50,male,Myles Patrick,1,6.9,5,male,female,male,male
